strategy,date,equity
S1_MOMENTUM_12_1,2016-03-07,10015.90271909878
S1_MOMENTUM_12_1,2016-03-08,10014.889245063798
S1_MOMENTUM_12_1,2016-03-09,10022.411118683232
S1_MOMENTUM_12_1,2016-03-10,10023.188907305877
S1_MOMENTUM_12_1,2016-03-11,10041.198809488216
S1_MOMENTUM_12_1,2016-03-14,10047.682779032808
S1_MOMENTUM_12_1,2016-03-15,10058.557536640352
S1_MOMENTUM_12_1,2016-03-16,10087.404800861854
S1_MOMENTUM_12_1,2016-03-17,10075.947229295294
S1_MOMENTUM_12_1,2016-03-18,10065.478148281489
S1_MOMENTUM_12_1,2016-03-21,10070.547521038627
S1_MOMENTUM_12_1,2016-03-22,10069.341696439398
S1_MOMENTUM_12_1,2016-03-23,10086.207690249066
S1_MOMENTUM_12_1,2016-03-24,10091.418784446832
S1_MOMENTUM_12_1,2016-03-28,10096.505903312713
S1_MOMENTUM_12_1,2016-03-29,10141.128186519589
S1_MOMENTUM_12_1,2016-03-30,10145.55902177637
S1_MOMENTUM_12_1,2016-03-31,10140.817708371005
S1_MOMENTUM_12_1,2016-04-01,10153.488382848662
S1_MOMENTUM_12_1,2016-04-04,10140.307359443716
S1_MOMENTUM_12_1,2016-04-05,10131.813969762408
S1_MOMENTUM_12_1,2016-04-06,10147.619954553218
S1_MOMENTUM_12_1,2016-04-07,10138.015253026027
S1_MOMENTUM_12_1,2016-04-08,10132.450272906624
S1_MOMENTUM_12_1,2016-04-11,10132.098592592536
S1_MOMENTUM_12_1,2016-04-12,10139.550128803483
S1_MOMENTUM_12_1,2016-04-13,10159.782408580922
S1_MOMENTUM_12_1,2016-04-14,10165.97102695097
S1_MOMENTUM_12_1,2016-04-15,10182.052450368572
S1_MOMENTUM_12_1,2016-04-18,10190.489250583681
S1_MOMENTUM_12_1,2016-04-19,10177.429552687236
S1_MOMENTUM_12_1,2016-04-20,10175.413589200114
S1_MOMENTUM_12_1,2016-04-21,10177.501892199354
S1_MOMENTUM_12_1,2016-04-22,10141.148612619707
S1_MOMENTUM_12_1,2016-04-25,10144.89186741423
S1_MOMENTUM_12_1,2016-04-26,10125.124523762051
S1_MOMENTUM_12_1,2016-04-27,10131.92356613251
S1_MOMENTUM_12_1,2016-04-28,10141.367582927474
S1_MOMENTUM_12_1,2016-04-29,10176.472755809273
S1_MOMENTUM_12_1,2016-05-02,10197.879101729422
S1_MOMENTUM_12_1,2016-05-03,10189.572466985617
S1_MOMENTUM_12_1,2016-05-04,10183.488165846322
S1_MOMENTUM_12_1,2016-05-05,10183.299398096005
S1_MOMENTUM_12_1,2016-05-06,10203.705785514514
S1_MOMENTUM_12_1,2016-05-09,10211.664798576936
S1_MOMENTUM_12_1,2016-05-10,10242.241564347005
S1_MOMENTUM_12_1,2016-05-11,10238.113154094974
S1_MOMENTUM_12_1,2016-05-12,10231.4700558156
S1_MOMENTUM_12_1,2016-05-13,10280.951337135477
S1_MOMENTUM_12_1,2016-05-16,10287.3061077337
S1_MOMENTUM_12_1,2016-05-17,10267.848690336286
S1_MOMENTUM_12_1,2016-05-18,10264.574494067481
S1_MOMENTUM_12_1,2016-05-19,10262.913577887668
S1_MOMENTUM_12_1,2016-05-20,10279.803574746998
S1_MOMENTUM_12_1,2016-05-23,10269.601151757903
S1_MOMENTUM_12_1,2016-05-24,10289.745704750434
S1_MOMENTUM_12_1,2016-05-25,10298.705170826945
S1_MOMENTUM_12_1,2016-05-26,10315.570306955153
S1_MOMENTUM_12_1,2016-05-27,10316.059482840908
S1_MOMENTUM_12_1,2016-05-31,10327.367289027956
S1_MOMENTUM_12_1,2016-06-01,10308.819746782676
S1_MOMENTUM_12_1,2016-06-02,10307.892171075766
S1_MOMENTUM_12_1,2016-06-03,10307.583678009032
S1_MOMENTUM_12_1,2016-06-06,10332.633521670572
S1_MOMENTUM_12_1,2016-06-07,10334.02154945488
S1_MOMENTUM_12_1,2016-06-08,10334.272833266416
S1_MOMENTUM_12_1,2016-06-09,10351.958747400124
S1_MOMENTUM_12_1,2016-06-10,10320.612922549379
S1_MOMENTUM_12_1,2016-06-13,10324.422516187427
S1_MOMENTUM_12_1,2016-06-14,10330.621916877742
S1_MOMENTUM_12_1,2016-06-15,10343.652607481796
S1_MOMENTUM_12_1,2016-06-16,10368.513465862081
S1_MOMENTUM_12_1,2016-06-17,10392.684608798962
S1_MOMENTUM_12_1,2016-06-20,10387.98807795617
S1_MOMENTUM_12_1,2016-06-21,10409.157626403825
S1_MOMENTUM_12_1,2016-06-22,10378.419597929176
S1_MOMENTUM_12_1,2016-06-23,10408.996198884864
S1_MOMENTUM_12_1,2016-06-24,10363.677839892584
S1_MOMENTUM_12_1,2016-06-27,10338.492729604968
S1_MOMENTUM_12_1,2016-06-28,10399.783880976538
S1_MOMENTUM_12_1,2016-06-29,10412.271093208246
S1_MOMENTUM_12_1,2016-06-30,10420.45089644752
S1_MOMENTUM_12_1,2016-07-01,10420.688668713976
S1_MOMENTUM_12_1,2016-07-05,10419.993382993085
S1_MOMENTUM_12_1,2016-07-06,10431.182612198018
S1_MOMENTUM_12_1,2016-07-07,10433.785323949662
S1_MOMENTUM_12_1,2016-07-08,10464.879788852324
S1_MOMENTUM_12_1,2016-07-11,10462.672363589263
S1_MOMENTUM_12_1,2016-07-12,10472.243677292774
S1_MOMENTUM_12_1,2016-07-13,10464.13802291159
S1_MOMENTUM_12_1,2016-07-14,10469.476958508494
S1_MOMENTUM_12_1,2016-07-15,10454.465346625324
S1_MOMENTUM_12_1,2016-07-18,10496.864303056493
S1_MOMENTUM_12_1,2016-07-19,10500.878993668017
S1_MOMENTUM_12_1,2016-07-20,10508.553548431906
S1_MOMENTUM_12_1,2016-07-21,10490.117716970331
S1_MOMENTUM_12_1,2016-07-22,10543.086792762288
S1_MOMENTUM_12_1,2016-07-25,10595.970602280215
S1_MOMENTUM_12_1,2016-07-26,10625.918971922176
S1_MOMENTUM_12_1,2016-07-27,10627.168043109636
S1_MOMENTUM_12_1,2016-07-28,10630.186218036797
S1_MOMENTUM_12_1,2016-07-29,10648.331934490629
S1_MOMENTUM_12_1,2016-08-01,10638.627408338194
S1_MOMENTUM_12_1,2016-08-02,10604.070525625262
S1_MOMENTUM_12_1,2016-08-03,10608.450219354485
S1_MOMENTUM_12_1,2016-08-04,10641.817145754543
S1_MOMENTUM_12_1,2016-08-05,10653.361033746658
S1_MOMENTUM_12_1,2016-08-08,10670.422101683573
S1_MOMENTUM_12_1,2016-08-09,10672.483309418873
S1_MOMENTUM_12_1,2016-08-10,10641.600196808113
S1_MOMENTUM_12_1,2016-08-11,10679.532938820885
S1_MOMENTUM_12_1,2016-08-12,10745.628533629888
S1_MOMENTUM_12_1,2016-08-15,10755.585963082078
S1_MOMENTUM_12_1,2016-08-16,10731.528092538763
S1_MOMENTUM_12_1,2016-08-17,10718.693865538047
S1_MOMENTUM_12_1,2016-08-18,10753.660502224315
S1_MOMENTUM_12_1,2016-08-19,10776.237249250145
S1_MOMENTUM_12_1,2016-08-22,10766.616892919817
S1_MOMENTUM_12_1,2016-08-23,10777.163761175592
S1_MOMENTUM_12_1,2016-08-24,10752.606818512335
S1_MOMENTUM_12_1,2016-08-25,10745.464682641035
S1_MOMENTUM_12_1,2016-08-26,10757.225642783842
S1_MOMENTUM_12_1,2016-08-29,10769.522978199991
S1_MOMENTUM_12_1,2016-08-30,10749.980768317908
S1_MOMENTUM_12_1,2016-08-31,10720.645026103277
S1_MOMENTUM_12_1,2016-09-01,10732.121287075022
S1_MOMENTUM_12_1,2016-09-02,10753.506418487377
S1_MOMENTUM_12_1,2016-09-06,10768.015196447226
S1_MOMENTUM_12_1,2016-09-07,10737.925124620597
S1_MOMENTUM_12_1,2016-09-08,10697.51702961965
S1_MOMENTUM_12_1,2016-09-09,10634.062621073668
S1_MOMENTUM_12_1,2016-09-12,10673.92010308017
S1_MOMENTUM_12_1,2016-09-13,10585.734914018192
S1_MOMENTUM_12_1,2016-09-14,10607.968600170016
S1_MOMENTUM_12_1,2016-09-15,10660.24759712418
S1_MOMENTUM_12_1,2016-09-16,10638.421642749543
S1_MOMENTUM_12_1,2016-09-19,10656.338732027329
S1_MOMENTUM_12_1,2016-09-20,10647.984964802206
S1_MOMENTUM_12_1,2016-09-21,10720.032911583072
S1_MOMENTUM_12_1,2016-09-22,10744.952728611961
S1_MOMENTUM_12_1,2016-09-23,10752.559514725588
S1_MOMENTUM_12_1,2016-09-26,10732.9807134516
S1_MOMENTUM_12_1,2016-09-27,10778.234243748475
S1_MOMENTUM_12_1,2016-09-28,10787.06503795782
S1_MOMENTUM_12_1,2016-09-29,10802.705033127899
S1_MOMENTUM_12_1,2016-09-30,10819.357135333383
S1_MOMENTUM_12_1,2016-10-03,10814.253497781241
S1_MOMENTUM_12_1,2016-10-04,10803.316360834257
S1_MOMENTUM_12_1,2016-10-05,10801.846151830267
S1_MOMENTUM_12_1,2016-10-06,10807.40103697483
S1_MOMENTUM_12_1,2016-10-07,10795.236797114074
S1_MOMENTUM_12_1,2016-10-10,10799.746118938096
S1_MOMENTUM_12_1,2016-10-11,10761.05373617255
S1_MOMENTUM_12_1,2016-10-12,10769.749873503262
S1_MOMENTUM_12_1,2016-10-13,10753.536267311067
S1_MOMENTUM_12_1,2016-10-14,10770.200194750454
S1_MOMENTUM_12_1,2016-10-17,10763.627908149292
S1_MOMENTUM_12_1,2016-10-18,10785.911393959925
S1_MOMENTUM_12_1,2016-10-19,10786.738911727803
S1_MOMENTUM_12_1,2016-10-20,10800.482927082687
S1_MOMENTUM_12_1,2016-10-21,10780.22645439442
S1_MOMENTUM_12_1,2016-10-24,10841.037001725637
S1_MOMENTUM_12_1,2016-10-25,10866.748379835057
S1_MOMENTUM_12_1,2016-10-26,10846.85036477502
S1_MOMENTUM_12_1,2016-10-27,10827.838333689057
S1_MOMENTUM_12_1,2016-10-28,10805.722648604797
S1_MOMENTUM_12_1,2016-10-31,10825.985733767693
S1_MOMENTUM_12_1,2016-11-01,10801.624557298492
S1_MOMENTUM_12_1,2016-11-02,10786.341728215586
S1_MOMENTUM_12_1,2016-11-03,10781.230502651393
S1_MOMENTUM_12_1,2016-11-04,10766.401014847967
S1_MOMENTUM_12_1,2016-11-07,10833.557240945182
S1_MOMENTUM_12_1,2016-11-08,10826.825482861912
S1_MOMENTUM_12_1,2016-11-09,10789.359024643292
S1_MOMENTUM_12_1,2016-11-10,10711.579043665473
S1_MOMENTUM_12_1,2016-11-11,10846.640728532966
S1_MOMENTUM_12_1,2016-11-14,10799.954506958296
S1_MOMENTUM_12_1,2016-11-15,10844.469618923555
S1_MOMENTUM_12_1,2016-11-16,10911.62101329467
S1_MOMENTUM_12_1,2016-11-17,10957.228712699864
S1_MOMENTUM_12_1,2016-11-18,10971.91853503586
S1_MOMENTUM_12_1,2016-11-21,11007.459116467202
S1_MOMENTUM_12_1,2016-11-22,11031.324703204258
S1_MOMENTUM_12_1,2016-11-23,11053.408845693277
S1_MOMENTUM_12_1,2016-11-25,11041.77780634744
S1_MOMENTUM_12_1,2016-11-28,11034.288109709052
S1_MOMENTUM_12_1,2016-11-29,11105.566661155466
S1_MOMENTUM_12_1,2016-11-30,11093.144364062007
S1_MOMENTUM_12_1,2016-12-01,11025.956263699436
S1_MOMENTUM_12_1,2016-12-02,11052.658937561542
S1_MOMENTUM_12_1,2016-12-05,11066.290666595929
S1_MOMENTUM_12_1,2016-12-06,11135.193810167248
S1_MOMENTUM_12_1,2016-12-07,11190.046329763367
S1_MOMENTUM_12_1,2016-12-08,11230.587041326762
S1_MOMENTUM_12_1,2016-12-09,11242.325783136364
S1_MOMENTUM_12_1,2016-12-12,11256.547056547548
S1_MOMENTUM_12_1,2016-12-13,11281.11889582815
S1_MOMENTUM_12_1,2016-12-14,11301.362499417766
S1_MOMENTUM_12_1,2016-12-15,11390.895881166447
S1_MOMENTUM_12_1,2016-12-16,11458.838691507284
S1_MOMENTUM_12_1,2016-12-19,11464.217263802097
S1_MOMENTUM_12_1,2016-12-20,11569.877580780498
S1_MOMENTUM_12_1,2016-12-21,11570.805053631904
S1_MOMENTUM_12_1,2016-12-22,11619.53217221958
S1_MOMENTUM_12_1,2016-12-23,11660.501002700332
S1_MOMENTUM_12_1,2016-12-27,11778.19902806909
S1_MOMENTUM_12_1,2016-12-28,11624.555451524428
S1_MOMENTUM_12_1,2016-12-29,11649.203989716858
S1_MOMENTUM_12_1,2016-12-30,11559.860891542572
S1_MOMENTUM_12_1,2017-01-03,11537.293082833401
S1_MOMENTUM_12_1,2017-01-04,11571.295861990111
S1_MOMENTUM_12_1,2017-01-05,11519.811908336309
S1_MOMENTUM_12_1,2017-01-06,11533.631034527632
S1_MOMENTUM_12_1,2017-01-09,11577.150499346733
S1_MOMENTUM_12_1,2017-01-10,11596.483839713133
S1_MOMENTUM_12_1,2017-01-11,11577.676018280888
S1_MOMENTUM_12_1,2017-01-12,11506.570549255712
S1_MOMENTUM_12_1,2017-01-13,11486.127751086613
S1_MOMENTUM_12_1,2017-01-17,11318.705671700118
S1_MOMENTUM_12_1,2017-01-18,11363.703200336162
S1_MOMENTUM_12_1,2017-01-19,11359.391319733122
S1_MOMENTUM_12_1,2017-01-20,11360.410476322975
S1_MOMENTUM_12_1,2017-01-23,11390.05993968219
S1_MOMENTUM_12_1,2017-01-24,11484.420118835282
S1_MOMENTUM_12_1,2017-01-25,11510.774471665884
S1_MOMENTUM_12_1,2017-01-26,11554.891033291302
S1_MOMENTUM_12_1,2017-01-27,11589.602468144942
S1_MOMENTUM_12_1,2017-01-30,11542.099589992862
S1_MOMENTUM_12_1,2017-01-31,11486.172124199433
S1_MOMENTUM_12_1,2017-02-01,11695.540871807345
S1_MOMENTUM_12_1,2017-02-02,11717.037375051956
S1_MOMENTUM_12_1,2017-02-03,11756.929932318812
S1_MOMENTUM_12_1,2017-02-06,11889.885228716272
S1_MOMENTUM_12_1,2017-02-07,11868.669496451777
S1_MOMENTUM_12_1,2017-02-08,11873.324757379758
S1_MOMENTUM_12_1,2017-02-09,11871.878176045655
S1_MOMENTUM_12_1,2017-02-10,11855.295299159336
S1_MOMENTUM_12_1,2017-02-13,11850.005071197778
S1_MOMENTUM_12_1,2017-02-14,11891.191817328041
S1_MOMENTUM_12_1,2017-02-15,11939.523066539155
S1_MOMENTUM_12_1,2017-02-16,11917.321269138838
S1_MOMENTUM_12_1,2017-02-17,11926.89065259913
S1_MOMENTUM_12_1,2017-02-21,12025.462476611845
S1_MOMENTUM_12_1,2017-02-22,12039.855714860769
S1_MOMENTUM_12_1,2017-02-23,11963.830296866581
S1_MOMENTUM_12_1,2017-02-24,11930.922785327111
S1_MOMENTUM_12_1,2017-02-27,12030.049555606121
S1_MOMENTUM_12_1,2017-02-28,11976.576095594392
S1_MOMENTUM_12_1,2017-03-01,12087.82245944135
S1_MOMENTUM_12_1,2017-03-02,11992.264988125578
S1_MOMENTUM_12_1,2017-03-03,11968.418964855302
S1_MOMENTUM_12_1,2017-03-06,11949.633432086815
S1_MOMENTUM_12_1,2017-03-07,11955.416234266513
S1_MOMENTUM_12_1,2017-03-08,11961.340156185293
S1_MOMENTUM_12_1,2017-03-09,11980.095683151996
S1_MOMENTUM_12_1,2017-03-10,12027.57176391129
S1_MOMENTUM_12_1,2017-03-13,12075.157850974836
S1_MOMENTUM_12_1,2017-03-14,12063.277929540136
S1_MOMENTUM_12_1,2017-03-15,12074.463038296928
S1_MOMENTUM_12_1,2017-03-16,12057.964008174591
S1_MOMENTUM_12_1,2017-03-17,12046.995947967991
S1_MOMENTUM_12_1,2017-03-20,12127.317323598016
S1_MOMENTUM_12_1,2017-03-21,11969.400496830569
S1_MOMENTUM_12_1,2017-03-22,12009.973022177097
S1_MOMENTUM_12_1,2017-03-23,11982.964016345562
S1_MOMENTUM_12_1,2017-03-24,11981.012112872282
S1_MOMENTUM_12_1,2017-03-27,11986.637242412216
S1_MOMENTUM_12_1,2017-03-28,12012.046090674978
S1_MOMENTUM_12_1,2017-03-29,12005.726823095598
S1_MOMENTUM_12_1,2017-03-30,12078.738863215482
S1_MOMENTUM_12_1,2017-03-31,12085.927502253993
S1_MOMENTUM_12_1,2017-04-03,12090.845432097525
S1_MOMENTUM_12_1,2017-04-04,11981.24405176292
S1_MOMENTUM_12_1,2017-04-05,11950.210304568003
S1_MOMENTUM_12_1,2017-04-06,11903.33505517909
S1_MOMENTUM_12_1,2017-04-07,11899.750308933078
S1_MOMENTUM_12_1,2017-04-10,11837.95682701943
S1_MOMENTUM_12_1,2017-04-11,11842.959140546014
S1_MOMENTUM_12_1,2017-04-12,11799.37382701843
S1_MOMENTUM_12_1,2017-04-13,11725.052258705087
S1_MOMENTUM_12_1,2017-04-17,11837.954022742128
S1_MOMENTUM_12_1,2017-04-18,11845.057923453362
S1_MOMENTUM_12_1,2017-04-19,11830.00973076031
S1_MOMENTUM_12_1,2017-04-20,11892.458780593279
S1_MOMENTUM_12_1,2017-04-21,11864.605202783458
S1_MOMENTUM_12_1,2017-04-24,11958.652569598225
S1_MOMENTUM_12_1,2017-04-25,12016.289394596733
S1_MOMENTUM_12_1,2017-04-26,11998.522520206741
S1_MOMENTUM_12_1,2017-04-27,12006.327866797837
S1_MOMENTUM_12_1,2017-04-28,11952.933701526168
S1_MOMENTUM_12_1,2017-05-01,12013.599422988691
S1_MOMENTUM_12_1,2017-05-02,11832.408226179366
S1_MOMENTUM_12_1,2017-05-03,11854.262108949575
S1_MOMENTUM_12_1,2017-05-04,11836.699785159148
S1_MOMENTUM_12_1,2017-05-05,11847.227009233331
S1_MOMENTUM_12_1,2017-05-08,11863.088011193046
S1_MOMENTUM_12_1,2017-05-09,11875.493632632655
S1_MOMENTUM_12_1,2017-05-10,12045.413921312314
S1_MOMENTUM_12_1,2017-05-11,12091.612254959015
S1_MOMENTUM_12_1,2017-05-12,12123.590249078088
S1_MOMENTUM_12_1,2017-05-15,12169.344201193007
S1_MOMENTUM_12_1,2017-05-16,12253.765625439522
S1_MOMENTUM_12_1,2017-05-17,11990.73130625842
S1_MOMENTUM_12_1,2017-05-18,12044.80796998607
S1_MOMENTUM_12_1,2017-05-19,12099.52628815369
S1_MOMENTUM_12_1,2017-05-22,12099.273783354694
S1_MOMENTUM_12_1,2017-05-23,12103.674876825178
S1_MOMENTUM_12_1,2017-05-24,12122.115596374793
S1_MOMENTUM_12_1,2017-05-25,12120.202258365354
S1_MOMENTUM_12_1,2017-05-26,12138.011177916893
S1_MOMENTUM_12_1,2017-05-30,12130.037344656514
S1_MOMENTUM_12_1,2017-05-31,12094.24001861103
S1_MOMENTUM_12_1,2017-06-01,12083.213863028399
S1_MOMENTUM_12_1,2017-06-02,12124.778274413811
S1_MOMENTUM_12_1,2017-06-05,12148.060159671824
S1_MOMENTUM_12_1,2017-06-06,12181.32738520979
S1_MOMENTUM_12_1,2017-06-07,12244.13856562705
S1_MOMENTUM_12_1,2017-06-08,12351.877270546873
S1_MOMENTUM_12_1,2017-06-09,12307.741743192268
S1_MOMENTUM_12_1,2017-06-12,12291.07062776569
S1_MOMENTUM_12_1,2017-06-13,12294.871832745937
S1_MOMENTUM_12_1,2017-06-14,12281.821170340885
S1_MOMENTUM_12_1,2017-06-15,12243.147540557733
S1_MOMENTUM_12_1,2017-06-16,12221.054177472979
S1_MOMENTUM_12_1,2017-06-19,12331.988673235526
S1_MOMENTUM_12_1,2017-06-20,12330.40901292783
S1_MOMENTUM_12_1,2017-06-21,12386.942547879516
S1_MOMENTUM_12_1,2017-06-22,12383.882863255307
S1_MOMENTUM_12_1,2017-06-23,12352.16816644234
S1_MOMENTUM_12_1,2017-06-26,12344.471804654235
S1_MOMENTUM_12_1,2017-06-27,12305.70327010859
S1_MOMENTUM_12_1,2017-06-28,12388.779634250004
S1_MOMENTUM_12_1,2017-06-29,12356.018114171135
S1_MOMENTUM_12_1,2017-06-30,12336.10349607715
S1_MOMENTUM_12_1,2017-07-03,12320.171414671266
S1_MOMENTUM_12_1,2017-07-05,12422.739823750213
S1_MOMENTUM_12_1,2017-07-06,12393.91696446731
S1_MOMENTUM_12_1,2017-07-07,12443.685840584516
S1_MOMENTUM_12_1,2017-07-10,12513.421653724496
S1_MOMENTUM_12_1,2017-07-11,12503.43600746659
S1_MOMENTUM_12_1,2017-07-12,12551.704527561826
S1_MOMENTUM_12_1,2017-07-13,12528.30140004095
S1_MOMENTUM_12_1,2017-07-14,12544.656128651866
S1_MOMENTUM_12_1,2017-07-17,12516.73694042928
S1_MOMENTUM_12_1,2017-07-18,12504.598354980237
S1_MOMENTUM_12_1,2017-07-19,12528.305292935755
S1_MOMENTUM_12_1,2017-07-20,12538.195711406564
S1_MOMENTUM_12_1,2017-07-21,12535.582305451555
S1_MOMENTUM_12_1,2017-07-24,12548.025117618014
S1_MOMENTUM_12_1,2017-07-25,12590.614861522
S1_MOMENTUM_12_1,2017-07-26,12621.185078503351
S1_MOMENTUM_12_1,2017-07-27,12540.433495679814
S1_MOMENTUM_12_1,2017-07-28,12539.856289247846
S1_MOMENTUM_12_1,2017-07-31,12511.426759156066
S1_MOMENTUM_12_1,2017-08-01,12561.468463570278
S1_MOMENTUM_12_1,2017-08-02,12565.726324292118
S1_MOMENTUM_12_1,2017-08-03,12543.591442160381
S1_MOMENTUM_12_1,2017-08-04,12585.71799613578
S1_MOMENTUM_12_1,2017-08-07,12645.814414692193
S1_MOMENTUM_12_1,2017-08-08,12601.826248335748
S1_MOMENTUM_12_1,2017-08-09,12581.13388922214
S1_MOMENTUM_12_1,2017-08-10,12439.903073041933
S1_MOMENTUM_12_1,2017-08-11,12385.016847663208
S1_MOMENTUM_12_1,2017-08-14,12526.849286176057
S1_MOMENTUM_12_1,2017-08-15,12543.198154479964
S1_MOMENTUM_12_1,2017-08-16,12494.970360047244
S1_MOMENTUM_12_1,2017-08-17,12400.462797427965
S1_MOMENTUM_12_1,2017-08-18,12406.292318878548
S1_MOMENTUM_12_1,2017-08-21,12360.063688163875
S1_MOMENTUM_12_1,2017-08-22,12436.192185469297
S1_MOMENTUM_12_1,2017-08-23,12474.040435484836
S1_MOMENTUM_12_1,2017-08-24,12466.701201277305
S1_MOMENTUM_12_1,2017-08-25,12428.191837044425
S1_MOMENTUM_12_1,2017-08-28,12408.10089576955
S1_MOMENTUM_12_1,2017-08-29,12389.85739547142
S1_MOMENTUM_12_1,2017-08-30,12473.670967583952
S1_MOMENTUM_12_1,2017-08-31,12526.229900261606
S1_MOMENTUM_12_1,2017-09-01,12558.109105900334
S1_MOMENTUM_12_1,2017-09-05,12455.596357405288
S1_MOMENTUM_12_1,2017-09-06,12459.165201233494
S1_MOMENTUM_12_1,2017-09-07,12413.096469960406
S1_MOMENTUM_12_1,2017-09-08,12359.97546063669
S1_MOMENTUM_12_1,2017-09-11,12446.005661746378
S1_MOMENTUM_12_1,2017-09-12,12480.453235343328
S1_MOMENTUM_12_1,2017-09-13,12504.87298856554
S1_MOMENTUM_12_1,2017-09-14,12490.507317873517
S1_MOMENTUM_12_1,2017-09-15,12567.147575795023
S1_MOMENTUM_12_1,2017-09-18,12649.159823973101
S1_MOMENTUM_12_1,2017-09-19,12665.04493469083
S1_MOMENTUM_12_1,2017-09-20,12683.315816284485
S1_MOMENTUM_12_1,2017-09-21,12646.218062301494
S1_MOMENTUM_12_1,2017-09-22,12620.558202084281
S1_MOMENTUM_12_1,2017-09-25,12525.037230877815
S1_MOMENTUM_12_1,2017-09-26,12527.549461204746
S1_MOMENTUM_12_1,2017-09-27,12618.238770422771
S1_MOMENTUM_12_1,2017-09-28,12629.217516078748
S1_MOMENTUM_12_1,2017-09-29,12629.867581363944
S1_MOMENTUM_12_1,2017-10-02,12652.128574127164
S1_MOMENTUM_12_1,2017-10-03,12704.774097165231
S1_MOMENTUM_12_1,2017-10-04,12716.030048769098
S1_MOMENTUM_12_1,2017-10-05,12738.680125048108
S1_MOMENTUM_12_1,2017-10-06,12744.416001406924
S1_MOMENTUM_12_1,2017-10-09,12751.149949175307
S1_MOMENTUM_12_1,2017-10-10,12761.519337008223
S1_MOMENTUM_12_1,2017-10-11,12786.657995208281
S1_MOMENTUM_12_1,2017-10-12,12774.330771072613
S1_MOMENTUM_12_1,2017-10-13,12793.695956457697
S1_MOMENTUM_12_1,2017-10-16,12855.763587935417
S1_MOMENTUM_12_1,2017-10-17,12984.531949395852
S1_MOMENTUM_12_1,2017-10-18,13018.134742405036
S1_MOMENTUM_12_1,2017-10-19,12996.288572938787
S1_MOMENTUM_12_1,2017-10-20,13086.165191036293
S1_MOMENTUM_12_1,2017-10-23,13091.242214331614
S1_MOMENTUM_12_1,2017-10-24,13156.460881466763
S1_MOMENTUM_12_1,2017-10-25,13027.970759848393
S1_MOMENTUM_12_1,2017-10-26,13019.352717890159
S1_MOMENTUM_12_1,2017-10-27,13069.924532073352
S1_MOMENTUM_12_1,2017-10-30,13031.160519490651
S1_MOMENTUM_12_1,2017-10-31,13034.111825491967
S1_MOMENTUM_12_1,2017-11-01,13020.146034201207
S1_MOMENTUM_12_1,2017-11-02,13048.546004388003
S1_MOMENTUM_12_1,2017-11-03,13106.67565516455
S1_MOMENTUM_12_1,2017-11-06,13186.827320709257
S1_MOMENTUM_12_1,2017-11-07,13165.72390925774
S1_MOMENTUM_12_1,2017-11-08,13048.454922656903
S1_MOMENTUM_12_1,2017-11-09,12938.688678296698
S1_MOMENTUM_12_1,2017-11-10,13017.27909317812
S1_MOMENTUM_12_1,2017-11-13,12976.354706601447
